"unit","opponent","oneVsOne","oneVsOneWins","oneVsOneSeconds","oneVsOneMargin","cost","costWins","costCount","costMargin","costMarginSpread","costValueLost","costOpponentValueLost","costSeconds","spotted","spottedWins","spottedMargin","spottedMarginSpread","spottedSeconds","firstShotCells","longestShotCells","spottedLongestShotCells","shotFirst"
"bggy","mtnk","lost","0/3","8.1","-0.968","lost","0/3","12v4","-0.834","0.01","3600","598","18.5","lost","0/3","-0.831","0.011","18.7","2","4.5","4.5","same"
"bggy","htnk","lost","0/3","4.7","-0.997","lost","0/3","12v2","-0.901","0.019","3600","357","14.2","lost","0/3","-0.898","0.005","14.5","2","4.5","4.5","no"
"bggy","msam","lost","0/3","4","-0.883","won","2/3","12v4","-0.041","0.595","3309","3162","14.5","won","3/3","0.182","0.061","9.3","3","4","4","yes"
"bggy","bike","lost","0/3","6","-0.3","won","3/3","12v7","0.545","0.034","1635","3500","9.6","won","3/3","0.6","0.151","9.8","3","4.1","4.1","yes"
"bggy","ltnk","lost","0/3","8.3","-0.951","lost","0/3","12v5","-0.836","0.018","3600","613","18.1","lost","0/3","-0.837","0.026","17.7","2","4.1","4.2","no"
"bggy","ftnk","lost","0/3","4.2","-0.985","lost","0/3","12v6","-0.902","0.036","3600","353","16.7","lost","0/3","-0.916","0.007","16.8","2","4","4","yes"
"bggy","stnk","lost","0/3","3.5","-0.922","won","3/3","12v4","0.605","0.223","1421","3600","9.5","won","3/3","0.624","0.141","9.5","3","5.1","4.1","same"
"bggy","arty","won","3/3","7","0.511","lost","0/3","12v6","-0.205","0.21","3600","2863","27.9","won","2/3","0.199","0.565","20.9","2","5.1","4","yes"
"bggy","mlrs","won","3/3","11.8","1","won","3/3","12v6","0.909","0.02","328","3600","9.7","won","3/3","0.913","0.035","9.9","2","4.1","4.2","yes"
"bggy","orca","lost","0/3","8.9","-1","lost","0/3","12v3","-0.95","0.149","3422","0","57.3","lost","0/3","-1","0","40.7",,,,"no"
"bggy","heli","lost","0/3","5.7","-1","lost","0/3","12v3","-0.978","0.066","3521","0","56.7","lost","0/3","-0.98","0.059","51.3",,,,"no"
"bike","e1","won","3/3","21.8","0.224","lost","0/3","7v36","-0.865","0.02","3500","485","13.3","lost","0/3","-0.871","0.009","13.5","4","6.3","6.1","same"
"bike","e2","lost","0/3","10.3","-0.556","lost","0/3","7v23","-0.854","0.029","3500","539","11.9","lost","0/3","-0.878","0.009","11.9","4","6.1","6.1","yes"
"bike","e3","lost","0/3","11.6","-0.477","lost","0/3","7v12","-0.752","0.018","3500","892","15","lost","0/3","-0.773","0.061","13.4","4","6","6","yes"
"bike","e4","lost","0/3","8.8","-0.797","lost","0/3","7v18","-0.826","0.035","3500","627","12.6","lost","0/3","-0.827","0.004","11.8","3","5.1","5.1","yes"
"bike","e5","lost","0/3","7.8","-0.81","lost","0/3","7v12","-0.847","0.005","3500","550","11.5","lost","0/3","-0.842","0.05","11.5","3","6","5.1","yes"
"bike","rmbo","won","3/3","64.4","1","won","3/3","7v2","0.969","0.016","109","3000","21.8","won","3/3","0.958","0.023","23","4","7.3","7.3","yes"
"bike","jeep","lost","0/3","6.8","-0.225","lost","0/3","7v9","-0.514","0.068","3500","1749","10","lost","0/3","-0.548","0.085","10.5","3","6","6.1","no"
"bike","apc","lost","0/3","7.9","-0.347","lost","0/3","7v6","-0.317","0.105","3500","2459","12.6","lost","0/3","-0.289","0.054","13.1","3","5.4","5.4","no"
"bike","mtnk","lost","0/3","6.7","-0.747","lost","0/3","7v4","-0.464","0.048","3500","1930","14.7","lost","0/3","-0.44","0.042","15.2","4","6.1","6.1","no"
"bike","htnk","lost","0/3","4.5","-0.941","lost","0/3","7v2","-0.64","0.055","3500","1295","10.3","lost","0/3","-0.647","0.018","10","3","5","5","no"
"bike","msam","lost","0/3","3.7","-1","lost","0/3","7v4","-0.433","0.124","3500","2040","11.4","lost","0/3","-0.781","0.269","5.1","4","5.1","5.1","same"
"bike","bggy","won","3/3","6","0.3","lost","0/3","7v12","-0.545","0.034","3500","1635","9.6","lost","0/3","-0.6","0.151","9.8","3","6.1","6","no"
"bike","ltnk","lost","0/3","8.1","-0.612","lost","0/3","7v5","-0.28","0.141","3500","2701","18.5","lost","0/3","-0.345","0.19","16.2","3","6.1","6","yes"
"bike","ftnk","lost","0/3","4.5","-0.77","lost","0/3","7v6","-0.471","0.05","3500","1904","10.3","lost","0/3","-0.401","0.172","12.2","3","5.1","5.1","yes"
"bike","stnk","lost","0/3","3.7","-0.724","lost","1/3","7v4","0.021","0.348","3205","3373","16.7","lost","1/3","-0.064","0.532","17.4","4","6.1","6.1","no"
"bike","arty","lost","0/3","3.9","-0.724","lost","0/3","7v6","-0.426","0.208","3500","2068","13","lost","0/3","-0.644","0.099","9.4",,"5","6","no"
"bike","mlrs","won","3/3","13","1","won","3/3","7v6","0.86","0.043","489","3600","12.5","won","3/3","0.892","0.037","13.5","2","6.1","7","yes"
"bike","orca","lost","0/3","4.8","-0.38","won","3/3","7v3","0.563","0.027","1531","3600","7.4","won","3/3","0.55","0.047","7.2","2","5","5.1","yes"
"bike","heli","lost","0/3","5.4","-0.504","won","3/3","7v3","0.619","0.018","1334","3600","7","won","3/3","0.614","0.012","7","2","5.1","5.4","no"
"ltnk","e1","won","3/3","23.7","0.93","lost","0/3","5v36","-0.769","0.014","3750","830","44.5","lost","0/3","-0.777","0.034","44.5","2","4","4","yes"
"ltnk","e2","won","3/3","23.2","0.521","lost","0/3","5v23","-0.874","0.005","3750","462","17.5","lost","0/3","-0.874","0.009","17.8","2","4","4","yes"
"ltnk","e3","won","3/3","21.8","0.235","lost","0/3","5v12","-0.842","0.001","3750","567","14.9","lost","0/3","-0.84","0.008","14.9","3","4","4","same"
"ltnk","e4","won","3/3","39.3","0.812","lost","0/3","5v18","-0.604","0.008","3750","1427","59.2","lost","0/3","-0.608","0.016","58.5","2","4","4","yes"
"ltnk","e5","lost","0/3","19.6","-0.567","lost","0/3","5v12","-0.915","0.011","3750","306","11.5","lost","0/3","-0.913","0.008","11.6","2","4","4","yes"
"ltnk","rmbo","won","3/3","63.7","1","won","3/3","5v2","0.995","0.001","17","3000","29.4","won","3/3","0.995","0.001","28.6","2","4.2","4.2","yes"
"ltnk","jeep","won","3/3","10.9","0.91","won","3/3","5v9","0.84","0.006","602","3600","18","won","3/3","0.84","0.002","17.9","2","4","4","no"
"ltnk","apc","won","3/3","13.7","0.779","won","3/3","5v6","0.758","0.088","909","3600","19","won","3/3","0.778","0.007","17.3","3","4.1","4.1","no"
"ltnk","mtnk","lost","0/3","16.7","-0.495","lost","0/3","5v4","-0.429","0.098","3750","2054","23.3","lost","0/3","-0.458","0.024","22.9","2","4","4","no"
"ltnk","htnk","lost","0/3","10.1","-0.899","lost","0/3","5v2","-0.621","0.001","3750","1367","18.9","lost","0/3","-0.629","0.012","18.9","2","4","4","no"
"ltnk","msam","won","3/3","10.3","0.932","won","3/3","5v4","0.383","0.019","2315","3600","11.7","won","3/3","0.48","0.095","12.1","3","4","4.1","no"
"ltnk","bggy","won","3/3","8.3","0.951","won","3/3","5v12","0.836","0.018","613","3600","18.1","won","3/3","0.837","0.026","17.7","2","4","4","yes"
"ltnk","bike","won","3/3","8.1","0.612","won","3/3","5v7","0.28","0.141","2701","3500","18.5","won","3/3","0.345","0.19","16.2","3","4","4","no"
"ltnk","ftnk","won","3/3","19.1","0.371","won","3/3","5v6","0.277","0.029","2711","3600","19.7","won","3/3","0.28","0.026","18.1","3","4","4","yes"
"ltnk","stnk","won","2/3","10.5","0.104","won","3/3","5v4","0.399","0.001","2255","3600","13.9","won","3/3","0.399","0.001","13.9","3","4","4","no"
"ltnk","arty","won","3/3","7.7","0.952","won","3/3","5v6","0.432","0.056","2130","3600","11.7","won","3/3","0.307","0.114","12.5","3","4","4","same"
"ltnk","mlrs","won","3/3","13","0.991","won","3/3","5v6","0.976","0.003","91","3600","17.5","won","3/3","0.975","0.006","16.8","2","5","5","yes"
"ltnk","orca","lost","0/3","26","-1","lost","0/3","5v3","-0.937","0.19","3512","0","87.9","lost","0/3","-1","0","80.2",,,,"no"
"ltnk","heli","lost","0/3","79.6","-1","unresolved","0/3","5v3","-0.746","0.145","2798","0","180","unresolved","0/3","-0.898","0.212","166",,,,"no"
